,SMILES,Standard Value,STD_value,target_
760,O=C(Nc1ccc2c(c1)OCO2)c1ccncc1,[116046.0],0,116046
761,O=C(Nc1ccc2c(c1)ncn2Cc1ccccc1)Nc1cccc2ccccc12,[5000.0],0,5000
762,O=C(Nc1ccc2c(c1)ncn2Cc1ccccc1)Nc1ccccc1Cl,[1456.0],0,1456
763,O=C(Nc1ccc2c(c1)ncn2Cc1ccccc1)Nc1ccccc1[N+](=O)[O-],[5000.0],0,5000
764,O=C(Nc1cccc(-c2nc3cc(Cl)ccc3o2)c1)C1CCCO1,[116193.0],0,116193
765,O=C(Nc1cccc(Cl)c1)c1ccc(O)nn1,[116217.0],0,116217
766,O=C(Nc1cccc(Cl)c1)c1cccnn1,[116073.0],0,116073
767,O=C(Nc1ccccc1OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,[68376.0],0,68376
768,O=C(Nc1cccnc1)Nc1cc(Cl)cc(Cl)c1,[116099.0],0,116099
769,O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1,[50118.72],0,50118.72
770,O=C(Nc1ccon1)c1cnc2sccn2c1=O,[116109.0],0,116109
771,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)CCOCC1,[13000.0],0,13000
772,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)cc(OC(F)F)c4)ccc3O2)COC1,[5460.0],0,5460
773,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)CCOCC1,[10000.0],0,10000
774,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cc(F)ccc4F)ccc3O2)COC1,[18000.0],0,18000
775,O=C(O)C1(C[C@H]2CN(S(=O)(=O)c3cccc(C(F)(F)F)c3)c3cc(-c4cccc(Cl)c4F)ccc3O2)CCOCC1,[10000.0],0,10000
776,O=C(O)C12CCC(C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)CC2,[50000.0],0,50000
777,O=C(O)C12CCC(C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)OC2,[50000.0],0,50000
778,O=C(O)C1CCC(O)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,"[50000.0, 50000.0]",0,50000
779,O=C(O)C1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[46100.0],0,46100
780,O=C(O)C1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
781,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,[50000.0],0,50000
782,O=C(O)CC1(c2ccc(F)cc2)C2CC3CC(C2)CC1C3,[50000.0],0,50000
783,O=C(O)CCCC[C@@H]1CCSS1,[2800.0],0,2800
784,O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1,[25000.0],0,25000
785,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(F)c3)ccc2O1,[10000.0],0,10000
786,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(F)c3Cl)ccc2O1,[10000.0],0,10000
787,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1,[10000.0],0,10000
788,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3Cl)ccc2O1,[10000.0],0,10000
789,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1,[10000.0],0,10000
790,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(Cl)c3)ccc2O1,[10000.0],0,10000
791,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(F)c3)ccc2O1,[10000.0],0,10000
792,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(F)c3Cl)ccc2O1,[10000.0],0,10000
793,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(OC(F)F)c3)ccc2O1,[10000.0],0,10000
794,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cccc(OCCO)c3)ccc2O1,[10000.0],0,10000
795,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3ccccc3Cl)ccc2O1,[10000.0],0,10000
796,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(Cl)cccc3C(F)(F)F)ccc2O1,[2000.0],0,2000
797,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(F)cccc3Cl)ccc2O1,[10000.0],0,10000
798,O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3ccc(Cl)cc3F)ccc2O1,[10000.0],0,10000
799,O=C(O)CNC(=O)c1c(O)c2c(n(Cc3ccc(C(F)(F)F)cc3)c1=O)COC2,[30000.0],0,30000
800,O=C(O)COn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc21,[116043.0],0,116043
801,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,[50000.0],0,50000
802,O=C(O)Cc1c2n(c3ccccc13)C[C@H](N(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(F)cc1)CC2,[30000.0],0,30000
803,O=C(O)[C@@H](O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1,[10000.0],0,10000
804,O=C(O)[C@@H]1C[C@@H]2[C@H](C1)[C@H]2C(=O)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[33000.0],0,33000
805,O=C(O)[C@@H]1[C@@H]2C[C@@H](C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)C[C@@H]21,[50000.0],0,50000
806,O=C(O)[C@H](O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1,[10000.0],0,10000
807,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Cl)cc3)C2)CC1,[6440.0],0,6440
808,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C4CC4)c3)C2)CC1,[50000.0],0,50000
809,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
810,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccccc3)C2)CC1,[50000.0],0,50000
811,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
812,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
813,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
814,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
815,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCC4CCCCC4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
816,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[630.0],0,630
817,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
818,O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[50000.0],0,50000
819,O=C(O)[C@H]1CC[C@](F)(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,[10600.0],0,10600
820,O=C(O)[C@H]1[C@@H]2C[C@@H](C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)C[C@@H]21,[50000.0],0,50000
821,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,[10000.0],0,10000
822,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)c(F)c1,[10000.0],0,10000
823,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1,[10000.0],0,10000
824,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1O,[10000.0],0,10000
825,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1,[10000.0],0,10000
826,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O,[10000.0],0,10000
827,O=C(O)c1ccc2c(c1)Oc1ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc1C1(CC1)C2,[10000.0],0,10000
828,O=C([C@H]1CC[C@@](F)(C(=O)O)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[22000.0],0,22000
829,O=C([C@H]1CC[C@H](CO)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[50000.0],0,50000
830,O=C([C@H]1CC[C@H](O)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[50000.0],0,50000
831,O=C([C@H]1CC[C@H](c2nnn[nH]2)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[50000.0],0,50000
832,O=C([C@H]1CC[C@](F)(C(=O)O)CC1)N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,[17000.0],0,17000
833,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,[11710.0],0,11710
834,O=C1/C(=N/c2ccc(O)cc2)C(Cl)=C(O)c2ccccc21,[116026.0],0,116026
835,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,[31600.0],0,31600
836,O=C1c2ccccc2-c2nc3ccccc3nc21,[116147.0],0,116147
837,O=S(=O)(Cc1ccccc1Cl)Nc1ccc2c(c1)ncn2Cc1ccccc1,[176.0],0,176
838,O=S(=O)(Cc1ccccc1Cl)Nc1ccc2c(ccn2Cc2ccccc2)c1,[197.0],0,197
839,O=S(=O)(Cc1ccccc1Cl)Nc1ccc2ncn(Cc3ccccc3)c2c1,[376.0],0,376
840,O=S(=O)(NNc1ncc(C(F)(F)F)cc1Cl)c1ccc(F)cc1F,[116205.0],0,116205
841,O=S(=O)(Nc1ccc2c(c1)ncn2-c1ccc2ccccc2c1)c1ccccc1Cl,[385.0],0,385
842,O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccc(-c2ccccc2)cc1,[388.0],0,388
843,O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccc2ccccc2c1,[51.0],0,51
844,O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1cccc2ccccc12,[20.0],0,20
845,O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1Br,[20.0],0,20
846,O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1Cl,"[157.0, 23.0]",67,90
847,O=S(=O)(Nc1ccc2c(c1)ncn2Cc1ccccc1)c1ccccc1F,[101.0],0,101
848,O=S(=O)(Nc1ccc2ncn(Cc3ccccc3)c2c1)c1ccccc1Cl,[340.0],0,340
849,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2c(F)cccc2CN2CCC2)cc1F,[3100.0],0,3100
850,O=S(=O)(Nc1cscn1)c1cc(Cl)c(NCc2cc(CN3CCC3)ccc2F)cc1F,[20000.0],0,20000
851,O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCC23CCCN2CCC3)cc1F,[16000.0],0,16000
852,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[229.0],0,229
853,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[1010.0],0,1010
854,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[10.0],0,10
855,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[463.0],0,463
856,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[781.0],0,781
857,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3-c3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[1440.0],0,1440
858,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3Cl)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[469.0],0,469
859,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[630.0],0,630
860,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3OC(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[1280.0],0,1280
861,O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(Oc3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCCC1,[205.0],0,205
862,O=S(=O)(c1ccc(F)cc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,"[190.0, 194.0]",2,192
863,O=S(=O)(c1ccc(F)cc1)N1CCCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,[25.0],0,25
864,O=S(=O)(c1ccc(F)cc1)N1CCSc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc21,[20.0],0,20
865,O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,[434.0],0,434
866,O=S(=O)(c1ccc(F)cc1)[C@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1,[520.0],0,520
867,O=S(=O)(c1cccc(C(F)(F)F)c1)N1C[C@H](CC2(CO)COC2)Oc2ccc(Br)cc21,[10000.0],0,10000
868,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C#Cc2ccccc2)C(F)(F)F)cc1,[1000.0],0,1000
869,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[10.0],0,10
870,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,"[36.0, 270.0, 15.0, 12.59, 36.0, 120.0, 8.0, 50.0]",83.18477707,36
871,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C2CCCCC2)C(F)(F)F)cc1,[3.162],0,3.162
872,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(CC(F)(F)F)C(F)(F)F)cc1,[125.89],0,125.89
873,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(c2ccccc2)C(F)(F)F)cc1,[15.85],0,15.85
874,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)C(F)(F)F)cc1,[1000.0],0,1000
875,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(CO)cc1,[10000.0],0,10000
876,O=[N+]([O-])c1cc(-c2nc(-c3ccncc3)no2)cc([N+](=O)[O-])c1,[110375.0],0,110375
877,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc3c(c2)ncn3Cc2ccccc2)cc1,[336.0],0,336
878,O=[N+]([O-])c1ccccc1CS(=O)(=O)Nc1ccc2c(c1)ncn2Cc1ccccc1,[428.0],0,428
879,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc2c(c1)ncn2Cc1ccccc1,[271.0],0,271
880,O=[N+]([O-])c1cnc(Nc2ccc(Cl)cn2)c([N+](=O)[O-])c1,[116134.0],0,116134
881,O=c1c(C2=Nc3ccccc3S(=O)(=O)N2)c(O)c2cc(F)ccc2n1CCC1CC1,[5300.0],0,5300
882,O=c1ccn2c(-c3ccc(F)cc3F)cccc2c1-c1c(F)cc(-c2nnco2)cc1F,[30000.0],0,30000
883,O=c1ccn2c(-c3ccc(F)cc3F)cccc2c1-c1c(F)cccc1F,"[3300.0, 3300.0]",0,3300
884,O=c1ccn2nc(Oc3ccc(F)cc3F)ccc2c1-c1c(F)cccc1F,[30000.0],0,30000
885,O=c1nc(Nc2ccc(Br)cc2)sc2ccc([N+](=O)[O-])cc12,[116116.0],0,116116
886,OC(c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12)C1CC1,[48000.0],0,48000
887,OCC(O)c1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[50000.0],0,50000
888,OCCCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[25000.0],0,25000
889,OCc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[25000.0],0,25000
890,O[C@H](c1ccccn1)C1(c2ccc(OC(F)(F)F)cc2)CC(F)(F)C1,[5700.0],0,5700
891,Oc1c(Cl)cc(Cl)c2cccnc12,[39800.0],0,39800
892,Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,[2600.0],0,2600
893,Oc1oc(-c2ccccc2)nc1/C=N/c1nccs1,[116240.0],0,116240
894,[2H]C([2H])([2H])N(C(=O)c1c(C)cccc1F)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,[10000.0],0,10000
895,[2H]C([2H])([2H])N(C(=O)c1c(Cl)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,[500.0],0,500
896,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1-c1ccccc1,[10000.0],0,10000
897,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,[9900.0],0,9900
898,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CCCC1,[800.0],0,800
899,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CCCCC1,[10000.0],0,10000
900,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C)cc1OCC1CCC1,[10000.0],0,10000
901,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C(C)C2CC2)cc1N1CC2CC2C1,[900.0],0,900
902,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2C2CCCC2)cc1N1CC2CC2C1,[500.0],0,500
903,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(NC(C)=O)nn2CC2CC2)cc1N1CC2CC2C1,[8800.0],0,8800
904,[2H]C([2H])([2H])N(C(=O)c1c(F)cccc1Cl)c1ncc(-c2cc(NC(C)=O)nn2C(C)C)cc1N1CC2CC2C1,[1300.0],0,1300
905,[O-][n+]1onc2c1CCc1nnc(-c3ccccc3)cc1-2,[116159.0],0,116159
906,[O-][n+]1onc2c3cc(-c4ccccc4)nnc3ccc21,[116135.0],0,116135
907,c1cc([C@@H]2Nc3c(ccc4c3CCCC4)[C@@H]3OCC[C@H]23)cs1,[3500.0],0,3500
908,c1ccc(-c2ccc(C3(Cc4nnn[nH]4)C4CC5CC(C4)CC3C5)cc2)cc1,[50000.0],0,50000
909,c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,[73660.0],0,73660
