comp_molregno,act_standard_units,act_standard_type,act_activity_comment,act_bao_endpoint,act_type,ass_assay_id,ass_description,ass_expert_selection,ass_assay_type,ass_assay_category,ass_chembl_id,doc_doi,doc_pubmed_id,doc_chembl_id,doc_title,doc_doc_type,doc_abstract,doc_patent_id,coms_canonical_smiles,comp_full_molformula,mold_chembl_id,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_std,act_min,act_mean,act_median,act_max,log_act_mean,log_act_median,log_act_min,pEC50_mean,pEC50_median,pEC50_min,meas_count,class_activity_mean_1000,class_activity_median_1000,class_activity_min_1000,class_activity_max_1000,class_activity_mean_2000,class_activity_median_2000,class_activity_min_2000,class_activity_max_2000,class_activity_mean_3000,class_activity_median_3000,class_activity_min_3000,class_activity_max_3000,class_activity_mean_4000,class_activity_median_4000,class_activity_min_4000,class_activity_max_4000,class_activity_mean_5000,class_activity_median_5000,class_activity_min_5000,class_activity_max_5000,act_mean_expert,act_median_expert,act_min_expert,act_max_expert,pIC50_expert_mean,pIC50_expert_median,pIC50_expert_min,pIC50_expert_max,class_activity_mean_expert_1000,class_activity_median_expert_1000,class_activity_min_expert_1000,class_activity_mean_expert_2000,class_activity_median_expert_2000,class_activity_min_expert_2000,class_activity_mean_expert_3000,class_activity_median_expert_3000,class_activity_min_expert_3000,class_activity_mean_expert_4000,class_activity_median_expert_4000,class_activity_min_expert_4000,class_activity_mean_expert_5000,class_activity_median_expert_5000,class_activity_min_expert_5000,source
2369796,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)CSCc2ccccc2)CC1,C20H24N2OS,CHEMBL4462787,13700.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13700.0,13700.0,13700.0,13700.0,4.136720567,4.136720567,4.136720567,4.863279433,4.863279433,4.863279433,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,13700.0,13700.0,13700.0,13700.0,4.863279432843593,4.863279432843593,4.863279432843593,4.863279432843593,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2369844,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)C#Cc2ccccc2)CC1,C20H20N2O,CHEMBL4462835,20300.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20300.0,20300.0,20300.0,20300.0,4.307496038,4.307496038,4.307496038,4.692503962,4.692503962,4.692503962,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,20300.0,20300.0,20300.0,20300.0,4.692503962086787,4.692503962086787,4.692503962086787,4.692503962086787,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2370164,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccc(N2CCN(C(=O)CSCc3c(C)noc3C)CC2)cc1,C19H25N3O2S,CHEMBL4463155,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25000.0,25000.0,25000.0,25000.0,4.397940009,4.397940009,4.397940009,4.602059991,4.602059991,4.602059991,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,25000.0,25000.0,25000.0,25000.0,4.6020599913279625,4.6020599913279625,4.6020599913279625,4.6020599913279625,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2370795,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)COCc2c(C)noc2C)CC1,C19H25N3O3,CHEMBL4463786,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25000.0,25000.0,25000.0,25000.0,4.397940009,4.397940009,4.397940009,4.602059991,4.602059991,4.602059991,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,25000.0,25000.0,25000.0,25000.0,4.6020599913279625,4.6020599913279625,4.6020599913279625,4.6020599913279625,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2372248,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)CSCc2c(C)noc2C)CC1,C19H25N3O2S,CHEMBL4465239,14500.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14500.0,14500.0,14500.0,14500.0,4.161368002,4.161368002,4.161368002,4.838631998,4.838631998,4.838631998,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,14500.0,14500.0,14500.0,14500.0,4.838631997765025,4.838631997765025,4.838631997765025,4.838631997765025,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2377412,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)CCCc2ccccc2)CC1,C21H26N2O,CHEMBL4470403,14400.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14400.0,14400.0,14400.0,14400.0,4.158362492,4.158362492,4.158362492,4.841637508,4.841637508,4.841637508,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,14400.0,14400.0,14400.0,14400.0,4.841637507904751,4.841637507904751,4.841637507904751,4.841637507904751,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2377777,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1cccc(N2CCN(C(=O)CSCc3c(C)noc3C)CC2)c1,C19H25N3O2S,CHEMBL4470768,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25000.0,25000.0,25000.0,25000.0,4.397940009,4.397940009,4.397940009,4.602059991,4.602059991,4.602059991,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,25000.0,25000.0,25000.0,25000.0,4.6020599913279625,4.6020599913279625,4.6020599913279625,4.6020599913279625,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2384720,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1noc(C)c1CSCC(=O)N1CCN(c2ccccc2F)CC1,C18H22FN3O2S,CHEMBL4513309,12600.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12600.0,12600.0,12600.0,12600.0,4.100370545,4.100370545,4.100370545,4.899629455,4.899629455,4.899629455,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,12600.0,12600.0,12600.0,12600.0,4.8996294548824375,4.8996294548824375,4.8996294548824375,4.8996294548824375,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2387809,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,COc1ccccc1N1CCN(C(=O)CSCc2c(C)noc2C)CC1,C19H25N3O3S,CHEMBL4516398,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25000.0,25000.0,25000.0,25000.0,4.397940009,4.397940009,4.397940009,4.602059991,4.602059991,4.602059991,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,25000.0,25000.0,25000.0,25000.0,4.6020599913279625,4.6020599913279625,4.6020599913279625,4.6020599913279625,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2388790,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccc(Cl)cc1N1CCN(C(=O)C2CC2c2ccc(F)cc2)CC1,C21H22ClFN2O,CHEMBL4517379,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2700.0,2700.0,2700.0,2700.0,3.431363764,3.431363764,3.431363764,5.568636236,5.568636236,5.568636236,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,2700.0,2700.0,2700.0,2700.0,5.568636235841013,5.568636235841013,5.568636235841013,5.568636235841013,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,EC50
2389515,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)/C=C/c2ccccc2)CC1,C20H22N2O,CHEMBL4518104,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25000.0,25000.0,25000.0,25000.0,4.397940009,4.397940009,4.397940009,4.602059991,4.602059991,4.602059991,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,25000.0,25000.0,25000.0,25000.0,4.6020599913279625,4.6020599913279625,4.6020599913279625,4.6020599913279625,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2397044,nM,EC50,,BAO_0000188,EC50,1929733,Antagonist activity at androgen receptor in human C4-2-PSA-rl cells incubated for 24 hrs in presence of androgen R1881 by dual-glo luciferase reporter gene assay,0,B,,CHEMBL4432909,10.1021/acsmedchemlett.6b00186,27563404,CHEMBL4431378,Small Molecule Antagonists of the Nuclear Androgen Receptor for the Treatment of Castration-Resistant Prostate Cancer.,PUBLICATION,"After a high-throughput screening campaign identified thioether 1 as an antagonist of the nuclear androgen receptor, a zone model was developed for structure-activity relationship (SAR) purposes and analogues were synthesized and evaluated in a cell-based luciferase assay. A novel thioether isostere, cyclopropane (1S,2R)-27, showed the desired increased potency and structural properties (stereospecific SAR response, absence of a readily oxidized sulfur atom, low molecular weight, reduced number of flexible bonds and polar surface area, and drug-likeness score) in the prostate-specific antigen luciferase assay in C4-2-PSA-rl cells to qualify as a new lead structure for prostate cancer drug development.",,Cc1ccccc1N1CCN(C(=O)NCSCc2c(C)noc2C)CC1,C19H26N4O2S,CHEMBL4526613,25000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25000.0,25000.0,25000.0,25000.0,4.397940009,4.397940009,4.397940009,4.602059991,4.602059991,4.602059991,1,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,25000.0,25000.0,25000.0,25000.0,4.6020599913279625,4.6020599913279625,4.6020599913279625,4.6020599913279625,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,EC50
2402918,nM,EC50,,BAO_0000188,EC50,1933747,Inhibition of DHT-induced androgen receptor transactivation in human LNCaP cells after 24 hrs by luciferase reporter gene assay relative to control,0,B,,CHEMBL4479399,10.1021/acsmedchemlett.6b00137,27437082,CHEMBL4477236,Identification of Novel Steroidal Androgen Receptor Degrading Agents Inspired by Galeterone 3β-Imidazole Carbamate.,PUBLICATION,"Degradation of all forms of androgen receptors (ARs) is emerging as an advantageous therapeutic paradigm for the effective treatment of prostate cancer. In continuation of our program to identify and develop improved efficacious novel small-molecule agents designed to disrupt AR signaling through enhanced AR degradation, we have designed, synthesized, and evaluated novel C-3 modified analogues of our phase 3 clinical agent, galeterone (5). Concerns of potential in vivo stability of our recently discovered more efficacious galeterone 3β-imidazole carbamate (6) led to the design and synthesis of new steroidal compounds. Two of the 11 compounds, 3β-pyridyl ether (8) and 3β-imidazole (17) with antiproliferative GI50 values of 3.24 and 2.54 μM against CWR22Rv1 prostate cancer cell, are 2.75- and 3.5-fold superior to 5. In addition, compounds 8 and 17 possess improved (∼4-fold) AR-V7 degrading activities. Importantly, these two compounds are expected to be metabolically stable, making them suitable for further development as new therapeutics against all forms of prostate cancer.",,C[C@]12CC[C@H](OC(=S)n3ccnc3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(n3cnc4ccccc43)=CC[C@@H]12,C30H34N4OS,CHEMBL4532487,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,100.0,100.0,100.0,2.0,2.0,2.0,7.0,7.0,7.0,1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,100.0,100.0,100.0,100.0,7.0,7.0,7.0,7.0,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,EC50
