canonical_smiles_get_levels;IC50_nM
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccccc3C(F)(F)F)s2)cc1;47.64
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccccc3OC)s2)cc1;63.1
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccc(Cl)cc3)s2)cc1;83.21650000000001
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(Oc3ccc(C(F)(F)F)cc3)s2)cc1;89.22
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(Oc3ccccc3C(F)(F)F)s2)cc1;47.36
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(Oc3ccccc3C(F)(F)F)s2)cc1;31.354999999999997
CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(C#N)c3)c(Oc3ccc(C(F)(F)F)cc3Cl)s2)cc1;25.785
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cc(Cl)ccc3Cl)cs2)cc1;79.43
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3)c(Cl)c2)cc1;15.85
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3Cl)c(Cl)c2)cc1;5.012
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3C(F)(F)F)c(Cl)c2)cc1;7.943
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(C)C)c(Cl)c2)cc1;10.0
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ncccc3C(F)(F)F)c(Cl)c2)cc1;63.1
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)cc2)cc1;7.943
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(C)c2)cc1;5.012
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(C(F)(F)F)c2)cc1;6.31
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(C(C)=O)c2)cc1;10.0
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(-c3ccno3)c2)cc1;5.012
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccccc3OC(F)(F)F)c(-c3cncnc3)c2)cc1;3.981
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(C#N)c2)cc1;6.31
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(C)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;3.981
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;34.6
CS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;5.012
NS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;3.162
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccccc3C#N)c(Cl)c2)cc1;6.31
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(Cl)c(-c3ccc(F)cc3C#N)c(Cl)c2)cc1;3.981
CS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(Cl)cc3OC(F)(F)F)c(F)c2)cc1;10.0
Cc1cc(NC(=O)Cc2ccc(S(C)(=O)=O)cc2)ccc1-c1ccc(Cl)cc1OC(F)(F)F;6.31
CS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(Cl)cc3OC(F)(F)F)c(Cl)c2)cc1;7.943
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(Cl)cc3OC(F)(F)F)c(Cl)c2)cc1;6.31
O=C(Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CCC2)c1c(F)cccc1F;50.0
C[C@H]1CC[C@H](c2ccccc2)S(=O)(=O)N1Cc1ccc(N2CCC3(CC2)C(=O)N(C)C(=O)N3C)cc1F;6.9
C[C@H]1CC[C@H](c2ccccc2)S(=O)(=O)N1Cc1cc(F)c(C(CO)CC2COC2)cc1F;4.0
O=S1(=O)[C@H](c2ccccc2)CCCCN1Cc1cc(F)c(N2C[C@H]3[C@H](n4cnnc4)[C@H]3C2)cc1F;5.0
O=S1(=O)[C@@H](c2ccccc2)CC[C@H](C(F)F)N1Cc1ccc(N2CCC(n3cnnc3)CC2)cc1F;26.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)N(C)c3ccccc3)c(F)c2)CC1;28.0
CC(=O)N1CCN(c2ccc(CN3C(C)CCN(c4ccccc4)S3(=O)=O)c(F)c2)CC1;96.0
CC(=O)N1CCN(c2ccc(CN3CCCCN(c4ccccc4)S3(=O)=O)c(F)c2)CC1;45.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Oc3ccccc3)c(F)c2)CC1;7.0
Cn1ccc2c(S(=O)(=O)N(CC(F)(F)F)c3ccc4c(c3)CCCN4C(=O)c3cccs3)cccc21;56.0
Cc1ccc(S(=O)(=O)N(CC(F)(F)F)c2ccc3c(c2)CCCN3C(=O)c2c(F)cccc2Cl)cc1C;10.0
Cn1ccc2c(S(=O)(=O)N(CC(F)(F)F)c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)cccc21;72.0
O=S(=O)(c1cccc(Cl)c1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1;72.0
Cc1cccc(C)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;81.0
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)OC(C)(C)C)C2)cc1F)(C(F)(F)F)C(F)(F)F;59.0
N#CC1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;40.0
COCC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;97.0
CCOC(=O)CNC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;34.0
CCS(=O)(=O)c1ccc(CC(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cc1;32.0
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(Oc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;86.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;78.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(Cl)ccc3Cl)c(F)c2)CC1;9.0
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C34CCC(C(=O)O)(CC3)CC4)C2)ccc1F;79.0
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C3CCS(=O)(=O)CC3)C2)cc1F)(C(F)(F)F)C(F)(F)F;46.0
CNC(=O)C1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;80.0
CC(C)CN(Cc1ccc(NC2CCN(S(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1;6.0
CS(=O)(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;52.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(C)noc4C)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;96.0
O=C1NC(=O)C2(CCN(C(=O)N3CC[C@](c4ccc(C(OCc5c(F)cccc5F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)CC2)N1;28.0
C=CCN1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;51.0
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)CCNC1;47.0
O=C(CO)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;92.0
CC(C)CN(Cc1ccc(NC2(C)CCN(S(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1;29.0
COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1;86.5
CS(=O)(=O)C1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;75.0
CC(=O)N1CCC(N)(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;40.0
N#Cc1cnc(N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)nc1;24.0
CC(C)(C)NC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;96.0
Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(N3CCC3)c(Oc3ccc(C#N)cc3)c(Cl)c2c1;72.0
CC(=O)N1C[C@@H]2C[C@H]1CN2c1ccc(CN(CC(F)(F)F)S(=O)(=O)Cc2ccccc2)c(F)c1;17.0
CC(C)(C)OC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccccc2)C1;87.0
N#CC1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;26.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(O)(c4ccccc4)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;50.0
N#CC1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(N=[N+]=[N-])cc3)C2)CC1;31.0
O=C1CCC(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;89.0
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3(O)CCC(C(=O)O)CC3)C2)ccc1F;80.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(C)cc(C)c3)c(F)c2)CC1;24.0
O=C(N[C@H]1CC[C@@H](C(=O)O)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;44.0
C=CC[C@]1(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CC[C@H](C(=O)O)CC1;69.0
CC(=O)N1CC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1;60.0
CCc1cccc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)c1;59.0
O=C(N1CC[C@](c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CO)CCOCC1;53.0
CCc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F;42.0
O=C(N1CCC(O)(C(F)(F)F)CC1)N1CC[C@](c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;37.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4C#N)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;70.0
O=C(O)C12CCC(C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)CC2;56.0
COc1cccc(F)c1COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;56.0
CC(C)CN(Cc1ccc(N2CCC3(CCOC3)C2)cc1)S(=O)(=O)Cc1ccccc1;56.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;51.0
CC(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)Cc3ccccc3)c(F)c2)CC1;12.0
CC(C)CN(Cc1ccc(N2CCC(NS(C)(=O)=O)CC2)cc1)S(=O)(=O)Cc1ccccc1;51.0
CC(C)(C)OC(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;32.0
O=C(N1CCC(c2c[nH]cn2)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;67.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(-c4ccccc4)c3)C2)CC1;51.0
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1;3.5999999999999996
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;32.0
Cc1cccc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)c1;88.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4ccccc4)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;50.0
O=C(O)[C@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1;12.0
O=S(=O)(c1ccc(F)cc1)[C@@]1(c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)CCNC1;35.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(Cl)c3)C2)CC1;58.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Br)cc3)C2)CC1;79.0
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;27.0
CC(C)c1cccc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)c1;43.0
CC(C)CN(c1cccc(Cl)c1)S(=O)(=O)c1cccc(-c2ccc(S(C)(=O)=O)cc2)c1;82.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cc(F)ccc3F)c(F)c2)CC1;39.0
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@]3(F)CC[C@@H](C(=O)O)CC3)C2)ccc1F;51.0
CCN(CC)c1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(C(F)(F)F)c1Oc1ccc(Cl)cc1;95.0
CC(C)CN(Cc1cccc(Cl)c1)S(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1;96.0
CC(=O)N1CCC(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;78.0
NC(=O)CN1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;35.0
[N-]=[N+]=Nc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1;62.0
NC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;56.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)Cc3ccccc3C(F)(F)F)c(F)c2)CC1;12.0
CC(C)CN(Cc1ccc(N2CCC3(COC3)C2)cc1)S(=O)(=O)Cc1ccccc1;53.0
COC(c1ccccc1)(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCN(C(C)=O)CC3)C2)cc1)C(F)(F)F;46.0
N#C[C@@H]1CCN(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)C1;23.0
O=C(N1CCC(O)(C(F)(F)F)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;80.0
Cc1ccc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)cc1C;74.0
COc1nc2ccc(C(C)(O)c3ccc(C)nc3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1;52.0
O=C(O)c1ccc(C(=O)N2CC[C@](c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)cc1;46.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)c(F)c3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;40.0
O=C(O)c1ccc(-n2nc(Oc3c(Cl)cccc3Cl)c3cccc(F)c32)cc1;88.0
CCCc1cccc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)c1;74.0
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)N3CCC(C(=O)O)CC3)C2)cc1)(C(F)(F)F)C(F)(F)F;73.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3cccc(C(C)(C)C)c3)c(F)c2)CC1;33.0
O=C(O)C12CCC(C(=O)N3CC[C@](c4ccc(C(F)(C(F)(F)F)C(F)(F)F)cc4)(S(=O)(=O)c4ccc(F)cc4)C3)(CC1)OC2;51.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3c(Cl)cccc3Cl)c(F)c2)CC1;38.0
CCNC(=O)CN1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;47.0
COC(c1ccc([C@]2(S(=O)(=O)c3ccc(F)cc3)CCN(C(=O)C34CCC(C(=O)O)(CC3)CC4)C2)cc1F)(C(F)(F)F)C(F)(F)F;68.0
CC(=O)N1CCN(c2ccc(CN(CC(F)(F)F)S(=O)(=O)C(C)c3ccccc3)c(F)c2)CC1;11.0
NC(=O)C(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;73.0
Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F;16.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CC[C@](c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(Cl)cc3)C2)CC1;92.0
CC(C)(O)C(=O)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;52.0
CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccc(F)cc3F)c(F)c2)CC1;36.0
CC(=O)N1CCN(C(=O)N2CC[C@](c3ccc(C(O)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1;44.0
O=C(O)[C@H]1CC[C@H](C(=O)N2CCC(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3cccc(C(F)F)c3)C2)CC1;74.0
O=C(N1CCC(O)(CO)CC1)N1CC[C@](c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1;65.0
