canonical_smiles_get_levels;IC50_nM
CCS(=O)(=O)c1ccc(C(NC(=O)Cc2cccnn2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1;81.55
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)c4ccccc4)[C@@H](C)C3)c2C)cn1;79.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccnc32)cc1;62.0
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)cc1F;72.0
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(F)(F)CC1;19.0
CCS(=O)(=O)c1ccc(C(NC(=O)CCc2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1;59.620000000000005
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC(F)(F)F;45.0
Cc1ccc(C(=O)Nc2cn3ncnc3c(O[C@H]3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1;90.5
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cncnc23)c(F)c1;97.5
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2ccccc12;25.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)cc1;44.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc32)cc1;37.0
CCS(=O)(=O)c1ccc(C(NC(=O)CC(C)C)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1;47.64
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CC1CC1;30.0
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(OC)(C(F)(F)F)C(F)(F)F)cc2)cc1;55.525000000000006
COc1nc2ccc(C(O)(c3ccc(C(F)(F)F)nc3)C3CN(C(C)=O)C3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1;50.0
O=C(O)c1ccc(-c2cn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc23)c(F)c1;98.0
O=C(O)c1ccc(-n2nc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)cc1;16.4
COc1ccc2c(n1)CCN(C(C)=O)C2C(=O)Nc1ccc2c(c1)CCN2Cc1ccccc1OC;14.0
COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cnnn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1;10.0
O=S(=O)(c1ccc(F)cc1)N1CCOc2cccc(Nc3ccccc3F)c2C1;60.0
O=C(O)C1CC=C(c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)CC1;55.5
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1;62.56
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(c3nnn[nH]3)C2)c1Cl;21.0
Cc1cccc2c(C(=O)c3ccccc3Cl)cn(-c3ccc(C(=O)O)cc3F)c12;63.55
COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1;12.0
Cc1c(Cc2ccccc2)nc(-c2ccco2)n1-c1c(Cl)cccc1Cl;84.0
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)CC(C)C)[C@@H](C)C3)c2C)cn1;59.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc32)c(F)c1;15.0
COc1nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1;39.0
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2)c2cccc(F)c12;93.0
O=C(O)c1cc(F)c(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1;10.0
COc1ccc2c(n1)CCN(C(C)=O)[C@H]2C(=O)Nc1ccc(OCc2ccccc2OC)cc1;44.0
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)cccc1Cl;96.5
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1;50.0
CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1;31.62
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c32)cc1;6.0
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCC1CC1(F)F;33.0
CCS(=O)(=O)c1ccc(C(NC(=O)CC(C)(C)O)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1;64.775
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1;10.55
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1;41.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)cc1;38.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3C(F)(F)F)c3c(F)cccc32)c(F)c1;16.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)cc1;6.5
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ccccc12;21.0
COc1nc2ccc(C(O)(c3cnc(C)n3C)C3CCOCC3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1;25.0
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)cc1;37.5
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(C(N)=O)C2)c1Cl;12.5
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1;22.0
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3ccccc32)c(F)c1F;75.0
Cc1cccc(Cl)c1C(=O)c1cn(-c2ccc(C(=O)O)cc2F)c2ncccc12;27.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(CC(C)(C)C(=O)O)s3)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F;16.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3noc(CC(C)(C)C(=O)O)n3)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F;14.3
Cc1cc(-c2nc(-c3ccccc3F)c3c(n2)[C@]2(C)C=C(C#N)C(=O)[C@H](C)[C@H]2CC3)ccn1;54.0
C[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccncc4)nc(-c4ccccc4)c3CC[C@H]12;71.5
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2C3CCC2CC3)c(Cl)c1Cl)C(F)(F)F;21.0
Cc1cnccc1-c1nc(-c2ccccc2F)c2c(n1)[C@]1(C)C=C(C#N)C(=O)[C@H](C)[C@H]1CC2;53.0
C[C@H]1C[C@@H](F)CCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;15.0
C[C@H]1CCCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;8.7
Cc1cc(-c2nc(-c3ccc(F)cc3)c3c(n2)[C@]2(C)C=C(C#N)C(=O)[C@H](C)[C@H]2CC3)ccn1;38.9
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CC34CCOCC4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;5.1
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC(C)(C#N)C3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;76.0
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C(F)(F)F)CC3)c(Cl)c2Cl)s1;8.2
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F;9.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(C(F)F)c1Cl)C(F)(F)F;24.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(NCCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;37.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CC(O)(C(F)(F)F)C4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;71.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(C)(C)C2)c(Cl)c1Cl)C(F)(F)F;10.0
CCCN(C)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;22.0
CC(C)Cc1nc(-c2nnc(CC(C)(C)C(=O)O)o2)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F;9.0
CCN(CCCF)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;37.0
CC1CCN(C(=O)c2nc(C(=O)NCC(C)(C)O)sc2-c2ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c2Cl)CC1;11.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1F)C(F)(F)F;36.0
C=CC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4F)c3CC[C@H]12;46.0
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)(F)CC2)c(-c2ccc(S(=O)(=O)NC(C)(C)CF)c(Cl)c2Cl)s1;28.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC3(CC2)CC3)c(Cl)c1Cl)C(F)(F)F;4.3
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCN3CCOCC3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;33.0
CC(C)N(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C(C)C;94.0
CCN(CCC(F)(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;17.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(Cl)c1Cl)C(F)(F)F;12.0
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(S(=O)(=O)NC3(C)CC3)c(Cl)c2Cl)s1;44.0
CCN(CC(F)(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;13.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1C)C(F)(F)F;13.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(CC(C)(C)C(=O)O)o3)nc2CC2CCC2)c2ccccc12)C(F)(F)F;6.0
CCC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(C(F)(F)F)c4)nc(-c4ccccc4F)c3CC[C@H]12;52.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N(CC)CC)c(C(F)F)c1F)C(F)(F)F;36.0
C[C@H]1C[C@H](F)CCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;26.0
CCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;22.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)C#N)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;9.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)N3CC4(C3)CS(=O)(=O)C4)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;35.0
CCC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(C5CC5)c4)nc(-c4ccccc4F)c3CC[C@H]12;48.25
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;28.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(C)(F)CC2)c(Cl)c1Cl)C(F)(F)F;20.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)C#N)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;35.0
C[C@H]1CC(F)(F)CN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;20.0
CCN(CC(F)F)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;27.0
CCC[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(CF)c4)nc(-c4ccccc4F)c3CC[C@H]12;34.0
CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C1CC1;21.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;13.0
CC(C)[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;8.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC(F)(F)C[C@@H]2C)c(C(F)F)c1F)C(F)(F)F;32.0
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;21.0
CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C1CCC1;10.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;10.0
C[C@H]1C(=O)C(C#N)=C[C@@]2(C)c3nc(-c4ccnc(CF)c4)nc(-c4ccccc4F)c3CC[C@H]12;54.5
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCCCC2)c(Cl)c1Cl)C(F)(F)F;15.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(CC(C)(C)C(=O)O)nc2CC2CCC2)c(C(F)(F)F)c1)C(F)(F)F;47.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F;19.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCCC[C@@H]2C)c(C(F)F)c1F)C(F)(F)F;26.0
CCC[C@@]12C=C(C#N)C(=O)[C@H](C)[C@H]1CCc1c(-c3ccccc3F)nc(-c3ccnc(C4CC4)c3)nc12;83.0
CC(C)(O)CNC(=O)c1nc(C(=O)N2CCC(F)CC2)c(-c2ccc(S(=O)(=O)N[C@@H](C(C)(C)C)C(F)(F)F)c(Cl)c2Cl)s1;8.0
CCN(CC(C)C)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;12.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC3CC3C2)c(Cl)c1Cl)C(F)(F)F;36.0
C[C@H]1CC(F)(F)CN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F;65.0
CCCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;6.0
CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C(C)C;16.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)C2)c(Cl)c1Cl)C(F)(F)F;34.0
Cc1cc(-c2nc(-c3ccccc3)c3c(n2)[C@]2(C)C=C(C#N)C(=O)[C@H](C)[C@H]2CCC3)ccn1;72.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(CC(C)(C)C(=O)O)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F;95.3
C[C@H](NS(=O)(=O)c1ccc(-c2sc(NC(=O)CC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;32.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC[C@@H]2CF)c(Cl)c1Cl)C(F)(F)F;44.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCS(=O)(=O)CC3)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F;25.0
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(-c3nnc(C(C)(C)O)o3)nc2CC2CCCCC2)c2ccccc12;13.5
C[C@H]1CCCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(F)c1C(F)F;32.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3cc(CC(C)(C)C(=O)O)on3)nc2CC2CCC2)c(Cl)c1Cl)C(F)(F)F;8.0
CC[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl;13.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(-c3nnc(C(C)(C)O)o3)nc2C(=O)N2CCC(F)(F)CC2)c(Cl)c1Cl)C(F)(F)F;62.0
CCN(C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl)C12CC(C1)C2;9.3
C[C@H]1C[C@@H](Oc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1;48.0
CC[C@@H](C)n1c(=O)c(NCc2ccc(S(=O)(=O)CC)cn2)nc2cnc(-c3c(OC)ncnc3C3CC3)nc21;28.0
Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NC(=O)CC(CCC(=O)O)c1ccccc1;86.0
C[C@H]1CN(Cc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1;29.5
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n(C(C)C)c2=O)nc1;48.0
CCS(=O)(=O)N1CCC(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)CC1;65.5
Cc1c(CN2CCN(C(=O)C3CCCC3)[C@@H](C)C2)cc(F)cc1NC(=O)CCc1ccccc1;83.0
Cc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(C)(=O)=O)cn3)c(=O)n([C@@H](C)C3CC3)c2n1;43.0
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)cn1;28.0
CCS(=O)(=O)c1ccc(OCC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;99.0
CS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;69.0
CCS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;46.3
Cc1cc(NC(=O)NCc2ccc(C(C)C(=O)O)cc2)cc(Cl)c1-c1ccccc1OC(F)(F)F;81.6
COc1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1Cl;94.0
O=C(O)Cc1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;74.4
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1;12.0
O=C(Nc1ccccc1C(F)(F)F)c1cc([N+](=O)[O-])ccc1Cl;89.0
CNS(=O)(=O)c1ccc(CNC(=O)Nc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;99.8
Cc1cccc(C)c1NC(=O)c1cc([N+](=O)[O-])ccc1Cl;67.0
O=C(Nc1ccccc1F)c1cc([N+](=O)[O-])ccc1Cl;81.0
CCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(OC)ncnc4C4CC4)nc3n([C@H](C3CC3)C(F)(F)F)c2=O)nc1;71.0
CCS(=O)(=O)c1ccc(CCNc2cc(Cl)c(-c3ccccc3OC(F)(F)F)c(Cl)c2)cc1;21.6
Cc1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1Cl;77.0
CCCS(=O)(=O)c1ccc(CNc2nc3cnc(-c4c(C)ncnc4C4CC4)nc3n([C@@H](C)C3CC3)c2=O)nc1;44.5
