,SMILES,target_0
0,C1=CC=C(C=C1)CNC(=O)OCCO,40
1,C1CCN(CC1)CCC(C2=CC=CC=C2)C3=CC=CC=C3,41
2,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,45
3,CCN(CC)CCSC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2,48
4,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,51
5,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31,53
6,CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C,57
7,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,60
8,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,61
9,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O,61
10,COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F,67.5
11,CC(C)(C)NC[C@@H](COC1=CC=CC=C1C2CCCC2)O,68
12,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,69
13,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,75
14,CCC(CC)(CC=C)C(=O)N,75
15,CCC(=O)C(CC(C)N1CCOCC1)(C2=CC=CC=C2)C3=CC=CC=C3,75
16,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,75
17,CCC(C)C(C)(COC(=O)N)COC(=O)N,77
18,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3,78
19,CCNC1=NSC2=CC=CC=C21,78
20,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,80
21,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O,82
22,CCCCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,82
23,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,83
24,COC(CN1CCN(CC1)CC(C(C2=CC=CC=C2)OC)O)C3=CC=CC=C3,83
25,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,83
26,CC(CC1=CC=CC=C1)NC(C#N)C2=CC=CC=C2,85
27,CCN1/C(=C/C(=O)OCC)/SC(C1=O)N2CCCCC2,86
28,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,86.8
29,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,87
30,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,87
31,CNC(=S)NCO,88
32,CC(C)(C)NCC(C1=CC=CC=C1Cl)O,89
33,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,89
34,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,90
35,CCCC(C)C1(C(=O)NC(=O)NC1=O)C=C,90
36,CN1CCC2=C(C1)C(C3=CC=CC=C23)C4=CC=CC=C4,91
37,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,92
38,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,92
39,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,92
40,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(CCC3)C=C2,94
41,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,94
42,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,94
43,CN1CCC(CC1)N(CC2=CC=CS2)C3=CC=CC=C3,95
44,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C,95
45,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,96
46,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,96
47,CCCC[C@H](C)C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCC/C=C/C(=O)O)O)O,97
48,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,100
49,CCC1=C(NC2=C1C=C(C=C2)N(C)C)C,100
50,CC(C)(C(=O)NC(=O)NCN1CCOCC1)OC2=CC=C(C=C2)Cl,100
51,CCC(C1=CC=CC=C1)C(=O)NC(=O)NC(=O)C,100
52,CCOC1=CC=C(C=C1)NC(=O)CN,100.5
53,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,100.6
54,CCC1(C(=O)CCNC1=O)CC,102
55,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,102.5
56,CCCC(C)(COC(=O)N)COC(=O)N,104
57,C1CCN(C(C1)C(C2=CC=CC=C2)C3=CC=CC=C3)CCO,106
58,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,106
59,CC1=CC(=NN1)CCN2CCN(CC2)C3=CC(=CC=C3)Cl,106
60,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],106
61,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,107
62,C1=CC=C(C=C1)CN(C/C(=N/O)/N)C2=CC=CC=C2,107
63,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,108
64,CCC(CC)(C(=O)NC(=O)NC(=O)C)Br,109
65,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,110
66,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,110
67,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCCCOC3=CC=C(C=C3)N,113
68,CCC(C)C(CC)C(=O)N,113.5
69,C1=CC=C(C=C1)/C(=C\CCCCC(=O)O)/C2=CN=CC=C2,114
70,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3,114
71,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,114
72,CC1=C(C(=CC=C1)CC2=CN=CN2)C,114
73,CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3,115
74,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,115
75,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,115
76,C1C(OCC(=O)N1)C2=CC=C(C=C2)C(F)(F)F,115.5
77,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C,116
78,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,116
79,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,116
80,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,117
81,CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O,118
82,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4F,118
83,C1COCCN1CNC(=O)C2=NC=CN=C2,118.5
84,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,119
85,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,119
86,COC1=CC(=CC(=C1OC)OC)C(=O)OCC2=NC(=CC=C2)COC(=O)C3=CC(=C(C(=C3)OC)OC)OC,119
87,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O,120
88,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,120
89,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,120
90,CCN1CCC2=C3C1CC=C(N3C4=CC=CC=C24)C(=O)OC,120
91,COC1=CC(=CC(=C1OC)OC)C(=O)NCCCCCC(=O)O,121
92,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=CC=N3,122
93,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C,122
94,C1=CC=C(C=C1)C(=O)O,122.4
95,CCCCNCC(C1=CC=C(C=C1)O)O,123.5
96,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,124
97,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O,124.3
98,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,126
99,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl,126
100,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,128
101,CCCC1=CC(=C(C=C1)OCC(=O)N2CCN(CC2)C(=O)COC3=C(C=C(C=C3)CCC)OC)OC,128
102,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC,129
103,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,130
104,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,131
105,CN(C)C1=NC(=O)C(O1)C2=CC=CC=C2,133
106,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,135
107,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,136
108,C1C(OC(=N1)N)C2=CC=CC=C2,136
109,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,136
110,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4,137
111,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,138
112,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,138
113,COC1=CC2=C(C=C1C(=O)NCC3CCCN3CC=C)NN=N2,139
114,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,139
115,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,140
116,C1COC(=O)C2=CC=CC(=C21)C=O,140
117,CC1=C(N=CN1)CSCCNC(=NC)NC#N,141
118,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,141
119,CCOC(=O)CSCCC1NC(CS1)C(=O)O,142
120,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,142
121,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,142
122,CNC(=O)OC1=CC=CC2=CC=CC=C21,142
123,CC(=O)OC1=CC=CC=C1C(=O)O,142.4
124,CN(C)CC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,144
125,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,144
126,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,144
127,CCOC(=O)C1=C(N(C(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C=O)C,145
128,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,146
129,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,146
130,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,146
131,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,146.5
132,C1=CC=NC(=C1)C(=C2C=CC(=C2)C(C3=CC=CC=N3)(C4=CC=CC=N4)O)C5=CC=CC=N5,146.5
133,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,147
134,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,148
135,C=CCC1(C(=O)NC(=S)NC1=O)C2CCCC=C2,148
136,CC(=O)NC(=O)C1=CC=CC=C1O,148
137,C/C(=C\C(=O)O)/C1=C(C=C(C=C1)OC)OC,149
138,CC1C(OCCN1CC2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C4=CC=CC=C4,149
139,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,149
140,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,149.1
141,CC(C)OC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC(=C3)OCC4=CC=CC=C4,150
142,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,150
143,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,151
144,C1=CC(=CC=C1CN)S(=O)(=O)N,151
145,C1N(CSC(=S)N1CC2=CC=CC=C2)CC(=O)O,152
146,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,152
147,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2,152
148,CCCCOC1=CC=C(C=C1)CC(=O)NO,153
149,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,153
150,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,153
151,C1CS(=O)(=O)NCN1CN2CCS(=O)(=O)NC2,154
152,C[C@H](C[C@@](C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)N(C)C,156
153,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,156
154,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,156
155,C1CSC(=O)C1NC(=O)CSCC(=O)O,156
156,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,156
157,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,156
158,CC1=C(C2=CC=CC=C2S1)CC3=NCCN3,156
159,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,156
160,C=CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,156
161,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,156
162,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,157
163,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CCC(=O)O,157
164,C1=CC=C(C(=C1)C(=O)O)O,157
165,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4,158
166,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,159
167,CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O,159
168,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,159
169,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,160
170,CCOC1=CC=C(C=C1)NC(=O)CC(C)O,160
171,CCC1(C(=O)NC(=S)NC1=O)CC(=C)C,160
172,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,160
173,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,160.5
174,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,161
175,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,162
176,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,163
177,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,163
178,C1=CC(=CC=C1CCN)O,164
179,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,164
180,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,164
181,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F,164
182,C1C(OC2=CC=CC=C2O1)CN=C(N)N,164
183,CN1CCN2C3=C(C=C(C=C3)OC)C4=C2C1=NCC4,164
184,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,166
185,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O,168
186,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,169
187,CC(=O)NC1=CC=C(C=C1)O,169
188,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,169
189,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,170
190,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,170
191,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,170
192,CS(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)C(=O)N,170
193,C1=CN=CC=C1C(=O)NN,171.4
194,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,174
195,CS(=O)(=O)OCCC(=O)N1CCN(CC1)C(=O)CCOS(=O)(=O)C,175
196,CC(=C)CN1C(=CC(=O)N(C1=O)C)N,175
197,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,176
198,CC1(C(=O)C=C(O1)C(=O)O)C2=CC=CC=C2,176
199,CC(C)C1(C(=O)NC(=O)NC1=O)CC(=C)Br,177
200,CC(C1=CC=C(C=C1)C2CCCC(=NO)C2)C(=O)O,178
201,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,178
202,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,178
203,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,179
204,C[C@H](CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4,180
205,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,180
206,C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N,180
207,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,180
208,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,181
209,C1=CC(=O)N(C=C1)C2=CC=CC(=C2)N,182.5
210,C1=CC2=C(C=C1Cl)N=C(O2)N,184
211,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Br)C4=CC=CC=C4F,185
212,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,186
213,CC1CN2CC(=O)NC3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl,186
214,CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,187
215,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,188
216,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC=NC=C2)OC,189
217,CC1=CC(=NO1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NN3CCCCCC3,189
218,C1=CN=C(C=N1)C(=O)N,189
219,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,190
220,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,190
221,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@]([C@H]2O)(C3(C)C)C,192
222,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)Cl)N,194
223,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)NCC(=O)O,194
224,CC1=CC(=O)OC2=C1C=CC(=C2)O,194
225,CC(=O)N[C@@H](CCC(=O)N)C(=O)O,197
226,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC(=O)O,197
227,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,198
228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,198
229,C/C(=N\NC(=O)C1=CC=NC=C1)/C2=CC=CO2,199
230,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,203
231,C1C2=CC=CC=C2OC(=O)N1CC(=O)N,203
232,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,205
233,C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,207
234,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,208
235,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,208
236,C=CC(CCC(=O)O)N,209
237,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,209
238,CC(C)CC1C(=O)N(C(=S)N1)CC=C,210
239,CCC1(N(C)C(=O)NC1=O)c2ccccc2,210
240,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,219
241,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,223
242,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,223
243,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC(=C)[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,224
244,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,226
245,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,228
246,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C,228
247,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,230
248,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,231
249,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O,233
250,C1=CC=C(C=C1)C2C(=O)NN(C2=O)C3=CC=CC=C3,233
251,COC1=C(C=C(C=C1)CC2=CN=C(N=C2N)N)OC,233
252,C1=CC(=CC=C1NC2=NC=NC(=N2)N)Cl,233
253,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,234
254,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,234
255,C1=CC=C2C(=C1)C=CN3C2=NC(=N3)C4=CC=C(C=C4)Cl,238
256,CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2,242
257,CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,242
258,C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O,245
259,C1=CC(=C(C(=C1)Cl)CN2C=NC3=C(N=CN=C32)N)F,245
260,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,252
261,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,253
262,C1=NC2=C(N1COCCO)N=C(NC2=O)N,255
263,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,257
264,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,266
265,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,267
266,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O,269
267,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O,269
268,CN1C2=C(C(=O)N(C1=O)C)NC=N2,270
269,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,271
270,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,272
271,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O)OC,280
272,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,281
273,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,285
274,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,289
275,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,295
276,C1=C(NC(=O)NC1=O)C(=O)O,345
